;;;; ;;;;;;;;;;;;;;;;; ONCOPROD RS ; ONCOPROD SP ; ONCOPROD PE ; NORPROD CE ; HOSPLOG DF ;;;; ONCOPROD ES ;;;; Preço Fabrica ;;;;; PMC ;;;;;
1434;01/10/2019;0,03;FÁBRICA;GONAL FF PEN 900UI (66MCG) SOL. INJ. CAN. APLIC. X 1,5ML;ALFAFOLITROPINA ;MERCK S/A;3004.39.99;POSITIVA;SIMILAR;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;RJ;NÃO PODEMOS VENDER PARA FARMACIA - PARA CLINICAS DE ONCOLOGIA (QUESTIONAR O USO);7,89172E+12;3;0,0323;2101,49;0;2101,49;0;2076,17;2076,17;2088,753697;2101,49;2076,17;2076,17;2101,49;2154,03;1723,2218;2076,17;2088,75;2101,49;2154,03;2382,2558;2870,18;2887,582788;2905,19;2977,82;Estimular a ovulação em mulheres que não estão ovulando
572;01/10/2019;0,02;0,05;GONAPEPTYL DAILY 0,1 MG/ML C/ 7 SER X 1 ML;TRIPTORRELINA, ACETATO DE  ;FERRING;3004.39.18;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89617E+12;3;0,0323;202,5305053;202,5305053;202,5305053;0;202,5305053;201,7283102;202,5305053;202,5305053;202,5305053;202,5305053;202,5305053;202,5305053;213,7822;257,57;259,13;260,71;267,23;356,08;356,08;356,08;360,42;369,43;Destinado para uso em técnicas de reprodução assistida
4286;01/10/2019;0,02;0,07;GRANULOKINE 300 MCG C/5 FR.AMP.1ML;FILGRASTIM ;AMGEM/BERGAMO;3002.10.39;POSITIVA;SIMILAR;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NÃO;NACIONAL;SP;;7,89861E+12;3;0,0323;808,4633776;0;803,4916077;0;793,8109859;793,8109859;798,6219616;803,4916077;838,9138554;797,8559937;806,4498756;824,205267;0;0;0;0;0;0;0;0;0;0;Aumentar o número de glóbulos brancos após quimioterápia e infecção avançada por HIV
110136;01/10/2019;0,02;0,07;GRANULOKINE 60MU/ML 1 SE X 0,5ML;FILGRASTIM ;AMGEM/BERGAMO;3002.15.90;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89861E+12;3;0,0323;169,1285923;0;168,0853659;0;166,060241;166,060241;167,0666667;168,0853659;175,4955422;166,9064938;168,7042802;172,4185973;410,5084;494,59;497,59;500,62;513,14;0;0;0;0;0;Aumentar o número de glóbulos brancos após quimioterápia e infecção avançada por HIV
3454;01/10/2019;0,04;FÁBRICA;HALAVEN 0,5MG/ML SOL INJ FA X 1;ERIBULINA, MESILATO DE ;UNITED MEDICAL;3004.90.99;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;;7,89805E+12;3;0,0323;1399,670414;0;1399,670414;0;1380,254601;1380,254601;1391,187563;1399,670414;1380,254601;1380,254601;1399,670414;1440,192186;1116,96;1380,25;1389,89;1399,67;1440,19;0;0;0;0;0;Câncer de mama
101731;01/10/2019;0,02;0,05;HALDOL 5MG C/20 COMP          C1;HALOPERIDOL ;JANSSEN;3004.90.69;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;PODE ATENDER TODO BRASIL, PODEMOS ATENDER DELIVERY;7,89621E+12;3;0,0323;6,22278557;0;6,182156611;0;6,107672796;6,107672796;6,144688995;6,182156611;6,454683576;6,138780455;6,204902606;6,341514288;7,2734;8,76;8,82;8,87;9,09;10,0532;12,11;12,18569697;12,26;12,57;Indicado para o alívio de transtornos do pensamento, de afeto e do comportamento e movimentos incontrolados
101728;01/10/2019;0,02;0,05;HALDOL DECAN C/5 AMP 1ML      C1;HALOPERIDOL ;JANSSEN;3004.90.69;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;PODE ATENDER TODO BRASIL;7,89621E+12;3;0,0323;62,41283697;0;63,39672831;0;62,5514386;62,5514386;62,97124691;63,39672831;61,66085479;62,1050179;62,8370431;64,35411319;81,0324;97,63;98,22;98,82;101,29;112,0202;134,97;135,7820606;136,61;140,03;Indicado para o alívio de transtornos do pensamento, de afeto e do comportamento e movimentos incontrolados
110232;01/10/2019;FÁBRICA;FÁBRICA;HARVONI TM 90 MG + 400 MG COM REV CT FR PLAS OPC X 28;LEDIPASVIR+SOFOSBUVIR ;UNITED MEDICAL;3004.90.99;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;GO;PODE NEGOCIAR;7,89899E+12;3;0,0323;64785,69;0;64785,69;0;63886,98;63886,98;64393,04945;64785,69;63886,98;63886,98;64785,69;66661,36;51699,88;63886,97;64333,15;64785,68;66661,36;0;0;0;0;0;Tratamento da infecção crônica (longo prazo) causada pelo vírus da Hepatite C
86;01/10/2019;0,02;0,05;HEMAX-ERITRON 10.000 UI FR AMP+DIL 1ML;ALFAEPOETINA ;ACHE/BIOSINTETICA;3004.39.29;POSITIVA;SIMILAR;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89618E+12;3;0,0323;82,08;82,08;81,02;;83,04;83,04;80,53;81,02;80,45;80,45;81,32;83,11;360,5294;434,37;437,01;439,67;450,66;498,4124;600,49;604,1362424;607,82;623,01;Tratamento para anemia para pacientes com: insuficiência renal, Câncer, AIDS, HIV ou recém-nascido prematuro
85;01/10/2019;0,02;0,05;HEMAX-ERITRON 4.000 UI FR AMP+DIL 2ML;ALFAEPOETINA ;ACHE/BIOSINTETICA;3004.39.29;POSITIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89618E+12;3;0,0323;24,07;24,07;23,76;;23,47;23,47;23,61;23,76;23,59;23,59;23,84;24,37;111,74;134,64;135,45;136,28;139,69;154,488;186,13;187,2581818;188,4;193,11;Tratamento para anemia para pacientes com: insuficiência renal, Câncer, AIDS, HIV ou recém-nascido prematuro
110373;12/11/2019;PRODUTO NOVO ;PRODUTO NOVO ;HEMCIBRA VIALS 105MG/0,7ML SC1BR;EMICIZUMABE ;ROCHE;3002.15.90;NEGATIVA ;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;;7,61333E+12;3;0,0323;0;0;0;0;0;0;0;0;0;0;0;0;37300,0452;44856,85;45170,13;45487,86;46804,82;0;0;0;0;0;Prevenir sangramento ou reduzir a frequência, em pacientes com hemofilia A
110409;12/11/2019;PRODUTO NOVO ;PRODUTO NOVO ;HEMCIBRA VIALS 30MG/0,4ML SC 1BR;EMICIZUMABE ;ROCHE;3002.15.90;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;;7,61333E+12;3;0,0323;0;0;0;0;0;0;0;0;0;0;0;0;21314,3092;25632,48;25811,5;25993,06;26745,61;0;0;0;0;0;Prevenir sangramento ou reduzir a frequência, em pacientes com hemofilia A
110407;12/11/2019;PRODUTO NOVO ;PRODUTO NOVO ;HEMCIBRA VIALS 60MG/ 1 ML SC 1BR;EMICIZUMABE ;ROCHE;3002.15.90;NEGATIVA ;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;;7,61333E+12;3;0,0323;0;0;0;0;0;0;0;0;0;0;0;0;10657,1546;12816,24;12905,75;12996,53;13372,81;0;0;0;0;0;Prevenir sangramento ou reduzir a frequência, em pacientes com hemofilia A
193;01/10/2019;0,03;0,04;HEPSERA 10 MG CX C/ 30 COMPR.;ADEFOVIR ;GLAXO;3004.90.69;POSITIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;RJ;PRODUTO EM FALTA JUNHO/2016;7,89602E+12;INFO PENDENTE;INFO PENDENTE;932,2723577;0;946,963964;0;934,3377778;934,3377778;940,6085011;946,963964;921,0339759;927,6684821;938,6028112;961,2634295;815,4244;982,44;988,39;994,42;1019,28;1127,2786;1358,17;1366,398303;1374,73;1409,09;Tratamento da hepatite B crônica
1583;43797;0,04;0,12;HERCEPTIN 440MG FR.AMP+DIL.20ML;TRASTUZUMABE ;ROCHE;3002.10.39;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;GO;NÃO PODEMOS DAR MAIS DESC DO QUE TEMOS (6%);7,89623E+12;2;0,0422;11588,3388;0;11588,3388;0;11448,7206;11448,7206;11518,102;11588,3388;11448,7206;11448,7206;11588,3388;11878,0468;10108,9764;12179,49;12253,3;12328,02;12636,22;0;0;0;0;0;Câncer de mama metastático e Câncer gástrico avançado
4557;0;0,04;0,12;HERCEPTIN SC 600 MG SOL INJ SC CT FA VD TRANS X 5 ML;TRASTUZUMABE ;ROCHE;3002.10.39;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;GO;NÃO PODEMOS DAR MAIS DESC DO QUE TEMOS (6%);7,89623E+12;2;0,0422;8982,21;8982,21;8982,21;8982,21;8982,21;9454,96;8982,21;8982,21;8982,21;8982,21;8982,21;8982,21;8591,68;10351,44;10414,16;10477,67;10739,61;0;0;0;0;0;Câncer de mama metastático e Câncer gástrico avançado
110879;43696;5% NO PF;5% NO PF;HERZUMA 440 MG CAIXA COM 01 FR AMPOLA PÓ LIOFILIZADO;TRASTUZUMABE ;BIOMM;3002.15.20.CA;POSITIVA;SIMILAR;REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;SP;Preço - Re 29/11/2019;7,89858E+12;2;0,0422;5063,5;5063,5;5063,5;5063,5;5063,5;5125,25;5063,5;5063,5;5063,5;5063,5;5063,5;5063,5;5330;5395;5362,5;6500;6662,49;0;0;0;0;0;É utilizado antes da cirurgia em associação com a quimioterapia e novamente após a cirurgia
109644;43739;0,04;0,08;HEXAXIM C 1 SER PREENCH 0,5ML;TOXOIDE DIFTÉRICOTOXOIDE TETÂ ;SANOFI/GENZYME;3002.20.29;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;Difteria, tétano, coqueluche (tosse comprida), hepatite B, poliomielite e doenças graves causadas pelo Haemophilus influenzae tipo b;3,66005E+12;3;0,0323;123,9606037;0;123,2017497;0;121,7173913;121,7173913;122,4550725;123,2017497;126,57;122,3376283;123,6553538;126,3778406;105,0502;126,57;127,33;128,11;131,31;145,222;174,98;176,0266667;177,1;181,53;Proteger lactentes e crianças contra doenças infecciosas como difteria, tétano, coqueluche, hepatite B e poliomielite
4345;01/10/2019;0,04;0,05;HIDANTAL 50MG 5ML C1;FENITOINA ;SANOFI/GENZYME;3004.90.65;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;PODEMOS VENDER BRASIL - NÃO PRECISA PEDIR AUTORIZAÇÃO PARA COTAR;7,89106E+12;1;0,0521;189,5991174;0;188,4322208;0;186,1619531;186,1619531;187,2902073;188,4322208;196,74;187,1105353;189,1259439;193,2898793;0;0;0;0;0;0;0;0;0;0;Tratamento de: Crises convulsivas durante ou após neurocirurgia, Estado de mal epiléptico
109771;01/10/2019;FÁBRICA;FÁBRICA;HIZENTRA 200MG ML SOL INJ 10ML;COMPLEXO B + ACIDO FÓLICO ;CSL BEHRING;3002.12.35;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,8975E+12;3;0,0323;623,75;623,75;623,75;0;616,24;616,24;619,97;623,75;616,24;616,24;623,75;639,34;511,47;616,24;619,97;623,75;639,34;0;0;0;0;0;Repor a imunoglobulina humana com síndromes de imunodeficiência primária
109773;01/10/2019;FÁBRICA;FÁBRICA;HIZENTRA 200MG ML SOL INJ 20ML;COMPLEXO B + ACIDO FÓLICO ;CSL BEHRING;3002.12.35;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,8975E+12;3;0,0323;1247,47;0;1247,47;0;1232,44;1232,44;1239,909576;1247,47;1232,44;1232,44;1247,47;1278,66;1022,9254;1232,44;1239,91;1247,47;1278,66;0;0;0;0;0;Repor a imunoglobulina humana com síndromes de imunodeficiência primária
109774;01/10/2019;FÁBRICA;FÁBRICA;HIZENTRA 200MG ML SOL INJ 5ML;COMPLEXO B + ACIDO FÓLICO ;CSL BEHRING;3002.12.35;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,8975E+12;3;0,0323;311,87;0;311,87;0;308,12;308,12;309,9798788;311,87;308,12;308,12;311,87;319,67;255,7334;308,12;309,99;311,87;319,67;0;0;0;0;0;Repor a imunoglobulina humana com síndromes de imunodeficiência primária
3789;11/04/2019; CUSTO;CUSTO;HUMIRA 40MG INJ2XSERX0,8ML+PEN - CANETA;ADALIMUMABE ;ABBVIE;3002.10.39;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;APRESENTAÇÃO ANTIGA, TEMOS APENAS 15 CAIXA NO ESTOQUE, PRECISAMOS VENDER SE NÃO VAI VENCER EM NOSSO ESTOQUE - VALIDADE 02/2020;8,05408E+12;3;0,0323;7650;0;7650;0;0;7650;7650;7650;0;0;0;0;0;0;0;0;0;9087,65;10948,92;11015,33;11082,5;11359,56;Tratamento de: Artrite Reumatoide, Artrite Psoriásica, Espondilite Anquilosante, Doença de Crohn, Colite e Psoríase
110238;01/10/2019;0,015;0,04;HUMIRA AC 40MG /0,4ML 2 CAN+2LEN;ADALIMUMABE ;ABBVIE;3002.10.39;POSITIVA;SIMILAR;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;APRESENTAÇÃO NOVA - MENOS DOR PARA O PACIENTE;8,05408E+12;3;0,0323;7933,119157;0;7933,053989;0;7837,475025;7837,475025;7884,974874;7933,053989;7837,47504;7877,412573;7962,261911;8137,564903;6573,6202;7920,03;7968,02;8016,61;8217,03;9087,65;10948,92;11015,33333;11082,5;11359,56;Tratamento de: Artrite Reumatoide, Artrite Psoriásica, Espondilite Anquilosante, Doença de Crohn, Colite e Psoríase
110251;01/10/2019;0,015;0,04;HUMIRA AC 40MG /0,4ML 2 SER+2LEN;ADALIMUMABE ;ABBVIE;3002.10.39;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;APRESENTAÇÃO NOVA - MENOS DOR PARA O PACIENTE;8,05408E+12;3;0,0323;7932,95;7932,95;7933,26;0;7837,68;7837,68;7837,68;7933,26;7877,62;7877,62;7962,47;8137,27;6573,6202;7920,03;7968,02;8016,61;8217,03;9087,65;10948,92;11015,33333;11082,5;11359,56;Tratamento de: Artrite Reumatoide, Artrite Psoriásica, Espondilite Anquilosante, Doença de Crohn, Colite e Psoríase
110723;01/10/2019;0,015;0,04;HUMIRA AC PEN 80MG/0,8ML LUHA;ADALIMUMABE ;ABBVIE;3002.10.39;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;APRESENTAÇÃO NOVA - PACIENTE PRECISA ADMINISTRAR MENOS;8,05408E+12;3;0,0323;7932,95;7932,95;7933,26;0;7837,68;7837,68;7885,18;7933,26;7877,62;7877,62;7962,47;8137,78;6573,6202;7920,03;7968,02;8016,61;8217,03;0;0;0;0;0;Tratamento de: Artrite Reumatoide, Artrite Psoriásica, Espondilite Anquilosante, Doença de Crohn, Colite e Psoríase
110722;01/10/2019;0,015;0,04;HUMIRA AC PFS 20MG/0,2ML;ADALIMUMABE ;ABBVIE;3002.10.39;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;APRESENTAÇÃO NOVA - APRESENTAÇÃO PARA CRIANÇAS;8,05408E+12;3;0,0323;3966,554624;0;3966,511941;0;3918,722641;3918,722641;3942,472475;3966,511941;3918,72261;3938,691301;3981,115809;4068,766971;0;0;0;0;0;0;3960;3984;5541,23;5679,76;Tratamento de: Artrite Reumatoide, Artrite Psoriásica, Espondilite Anquilosante, Doença de Crohn, Colite e Psoríase
1050;01/10/2019;0,04;0,05;HYCAMTIN 4MG FR.AMP.;TOPOTECANA, CLORIDRATO DE ;SANDOZ;3002.15.90;POSITIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;SP;PODEMOS ATENDER SOMENTE SP, MS, MT, TRIANGULO MINEIRO.;7,89626E+12;3;0,0323;174,16;174,16;174,16;174,16;174,16;183,3313019;174,16;174,16;174,16;174,16;174,16;174,16;1173,4528;1413,8;1422,37;1431,04;1466,82;0;0;0;0;0;Câncer metastático de ovário, pulmão e colo de útero
135;01/10/2019;0,04;FÁBRICA;HYDREA 500 MG  C/100 CAPS.;HIDROXIURÉIA ;BRISTOL;3004.90.99;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;NÃO;NACIONAL;SP;;7,89602E+12;2;0,0422;161,54;161,54;161,54;161,54;161,54;194,62;161,54;161,54;161,54;161,54;161,54;161,54;161,54;194,62;195,8;197;201,92;223,31;223,31;223,31;223,31;223,31;Tratamento de leucemia
110050;01/10/2019;0,02;0,05;HYPNOMIDATE 2MG/ML C/5 AMP C1;ETOMIDATO ;JANSSEN;3004.90.69;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;PODE ATENDER TODO BRASIL;7,89621E+12;2;0,0422;106,2845956;0;48,58008535;0;47,93235088;47,93235088;48,25404451;48,58008535;47,24977552;47,59013097;48,15107075;49,31357849;82,7954;99,75;100,36;100,97;103,49;0;0;0;0;0;Este medicamento é um hipnótico potente usado exclusivamente para anestesia geral
110650;01/10/2019;0,1;FÁBRICA;HYQVIA 100ML SOL INJ + FA 5 ML;IMUNOGLOBULINA G ;TAKEDA/SHIRE;3002.12.35;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NÃO;NACIONAL;SP;SO PODEMOS DAR 10% DE DESCONTO EM RELACAO AO PF (NEM UM CENTAVO A MENOS, ATENÇAO);7,89892E+12;3;0,0323;3333,24;0;3333,24;0;3293,08;3293,08;3313,04;3333,24;3293,08;3293,08;3333,24;3416,57;2733,2568;3293,08;3313,04;3333,24;3416,57;0;3293,08;3313,04;0;0;Sistema imune fraco, que não possuem anticorpos suficientes e tendem a apresentar infecções frequentes
110651;01/10/2019;0,1;FÁBRICA;HYQVIA 200ML SOL INJ + FA 10 ML;IMUNOGLOBULINA G ;TAKEDA/SHIRE;3002.12.35;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NÃO;NACIONAL;SP;SO PODEMOS DAR 10% DE DESCONTO EM RELACAO AO PF (NEM UM CENTAVO A MENOS, ATENÇAO);7,89892E+12;3;0,0323;6666,47;6666,47;6666,47;0;6586,15;6586,15;6626,06;6666,47;6586,15;6586,15;6666,47;6833,13;5466,5;6586,15;6626,06;6666,47;6833,13;0;6586,15;6626,06;0;0;Sistema imune fraco, que não possuem anticorpos suficientes e tendem a apresentar infecções frequentes
110652;01/10/2019;0,1;FÁBRICA;HYQVIA 25ML SOL INJ + FA 1,25 ML;IMUNOGLOBULINA G ;TAKEDA/SHIRE;3002.12.35;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;SO PODEMOS DAR 10% DE DESCONTO EM RELACAO AO PF (NEM UM CENTAVO A MENOS, ATENÇAO);6,42621E+11;3;0,0323;833,3;0;833,3;0;823,26;823,26;828,25;833,3;823,26;823,26;833,3;854,13;0;0;0;0;0;0;823,26;828,25;0;0;Sistema imune fraco, que não possuem anticorpos suficientes e tendem a apresentar infecções frequentes
110649;01/10/2019;0,1;FÁBRICA;HYQVIA 300ML SOL INJ + FA 15 ML;IMUNOGLOBULINA G ;TAKEDA/SHIRE;3002.12.35;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;SO PODEMOS DAR 10% DE DESCONTO EM RELACAO AO PF (NEM UM CENTAVO A MENOS, ATENÇAO);7,89892E+12;3;0,0323;9999,71;0;9999,71;0;9879,23;9879,23;9939,1;9999,71;9879,23;9879,23;9999,71;10249,7;8199,7622;9879,23;9939,1;9999,71;10249,7;0;9879,23;9939,1;0;0;Sistema imune fraco, que não possuem anticorpos suficientes e tendem a apresentar infecções frequentes
110654;01/10/2019;0,1;FÁBRICA;HYQVIA 50ML SOL INJ + FA 2,5 ML;IMUNOGLOBULINA G ;TAKEDA/SHIRE;3002.12.35;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NÃO;NACIONAL;SP;SO PODEMOS DAR 10% DE DESCONTO EM RELACAO AO PF (NEM UM CENTAVO A MENOS, ATENÇAO);7,89892E+12;3;0,0323;1666,61;0;1666,61;0;1646,53;1646,53;1656,51;1666,61;1646,53;1646,53;1666,61;1708,28;1366,6202;1646,53;1656,51;1666,61;1708,28;0;1646,53;1656,51;0;0;Sistema imune fraco, que não possuem anticorpos suficientes e tendem a apresentar infecções frequentes
110120;01/10/2019;FÁBRICA;FÁBRICA;IBRANCE 100MG C/21 CAPS;PALBOCICLIBE ;PFIZER/WYETH;3004.90.69.LN;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;NÃO VENDER ABAIXO DO FABRICA;7,89127E+12;3;0,0323;16309,05;0;16309,05;0;16082,81;16082,81;16210,20727;16309,05;16082,81;16082,81;16309,05;16781,23;13373,421;16082,81;16195,13;16309,05;16781,23;17817,5258;21437,17;21597,00097;21728,69;22336,38;Câncer de mama avançado
110087;01/10/2019;FÁBRICA;FÁBRICA;IBRANCE 125MG C/21 CAPS;PALBOCICLIBE ;PFIZER/WYETH;3004.90.69.LN;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;NÃO VENDER ABAIXO DO FABRICA;7,89127E+12;3;0,0323;16195,13;16195,13;16195,13;0;16082,81;16082,81;16195,13;16309,05;16082,81;16082,81;16309,05;16781,23;13373,42;16082,81;16195,13;16309,05;16781,23;17817,5258;21437,17;21597,00097;21728,69;22336,38;Câncer de mama avançado
110088;01/10/2019;FÁBRICA;FÁBRICA;IBRANCE 75MG C/21 CAPS;PALBOCICLIBE ;PFIZER/WYETH;3004.90.69.LN;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;NÃO VENDER ABAIXO DO FABRICA;7,89127E+12;3;0,0323;16309,05;0;16309,05;0;16082,81;16082,81;16210,20727;16309,05;16082,81;16082,81;16309,05;16781,23;13373,421;16082,81;16195,13;16309,05;16781,23;17817,5258;21437,17;21597,00097;21728,69;22336,38;Câncer de mama avançado
111031;27/12/2019;FÁBRICA;FÁBRICA;ICLUSIG 15MG C 30 COMP VER;PONATINIBE, CLORIDRATO DE ;PINT PHARMA;3004.90.69;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SC;;7,89899E+12;INFO PENDENTE;INFO PENDENTE;11005,38;11005,38;11005,38;0;10852,71;10852,71;10928,51;11005,38;10852,71;10852,71;11005,38;11324,01;9024,41;10852,71;10928,51;11005,38;11324,01;0;0;0;0;0;Tratamento de pacientes adultos com leucemia mieloide crônica com T315I positivo
383;07/10/2019;0,02;0,05;IFOSFAMIDA 1 G CX. C/ 10 FR.AMP.;IFOSFAMIDA ;EUROFARMA;3004.90.99;POSITIVA;GENÉRICO;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;SP;;7,89132E+12;3;0,0323;494,75;494,75;494,75;494,75;494,75;520,79;494,75;494,75;494,75;494,75;494,75;494,75;800,5578;964,53;970,37;976,29;1000,7;0;0;0;0;0;Carcinoma de ovário, mama brônquico de células pq, endométrio, rim, pâncreas, testículo, Linfomas e Sarcomas 
116;07/10/2019;0,02;0,05;IFOSFAMIDA 2 G CX. C/ 10 FR.AMPOLA;IFOSFAMIDA ;EUROFARMA;3004.90.99;POSITIVA;GENÉRICO;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;SP;;7,89132E+12;3;0,0323;841,08;841,08;841,08;841,08;841,08;885,34;841,08;841,08;841,08;841,08;841,08;841,08;1411,69;1700,84;1711,15;1721,58;1764,62;0;0;0;0;0;Carcinoma de ovário, mama brônquico de células pq, endométrio, rim, pâncreas, testículo, Linfomas e Sarcomas 
3267;01/10/2019;0,02;FÁBRICA;ILARIS 150 MG 1 FR. AMP.;CANAQUINUMABE ;NOVARTIS;3002.10.39;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;Podemos atender toda linha de Hospitalar, Centro Oeste, Sudeste e Norte;7,89626E+12;INFO PENDENTE;INFO PENDENTE;48504,55;0;48504,55;0;47831,69;47831,69;48210,58303;48504,55;47831,69;47831,69;48504,55;49908,85;39773,731;47831,69;48165,75;48504,55;49908,85;52990,8764;63756,03;64231,36533;64623,02;66430,34;Tratamento de doenças autoinflamatórias, Artrite Idiopática Juvenil
4517;01/10/2019;0,02;FÁBRICA;IMBRUVICA 140MG C 120 CAP GEL DURA;IBRUTINIBE ;JANSSEN;3004.90.39;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP; ** PROD ESTRATÉGICO  ** PODEMOS ATENDER INTERIOR DE SP, NORTE E NORDESTE *** VER SE É OL DA ONCOPROD NA PLANILHA, SE TIVER OUTRO DISTRIBUIDOR, NÃO VENDER* PODEMOS ATENDER TODOS OS DELIVERYS NO BRASIL;7,89621E+12;2;0,0422;51496,89;0;51496,89;0;50782,53;50782,53;51184,78764;51496,89;50782,53;50782,53;51496,89;52987,83;42227,4498;50782,53;51137,18;51496,89;52987,83;56259,9868;67689,28;68193,92339;68609,74;70528,57;Câncer que contém a substância ativa ibrutinibe, cânceres do sangue
