02061;03/04/2018;TABELA;7,40%;FAULDACAR 600 MG FR.AMP.;DACARBAZINA;LIBBS;3004.40.10;POSITIVA;REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094202894;3;2,09%; R$ 263,06 ; R$ 263,06 ; R$ 263,06 ; R$ 263,06 ; R$ 263,06 ; R$ 263,06 ; R$ 263,06 ; R$ 263,06 ; R$ 263,06 ; R$ 263,06 ; R$ 263,06 ; R$ 263,06 ; R$ 263,06 ; R$ 263,06 ; R$ 440,58 ; R$ 530,83 ; R$ 534,04 ; R$ 537,30 ; R$ 550,73 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; ANTINEOPLÁSICO, alquilante - Tratamento de melanoma maligno metastático e na doença de Hodgkin;;
01923;03/04/2018;TABELA;7,40%;FAULDCARBO 150MG FR.AMP.15ML;CARBOPLATINA;LIBBS;3004.90.99;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;SIM;IMPORTADO;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094207998;2;2,47%; R$ 93,56 ; R$ 93,56 ; R$ 93,56 ; R$ 93,56 ; R$ 93,56 ; R$ 93,56 ; R$ 93,56 ; R$ 93,56 ; R$ 93,56 ; R$ 93,56 ; R$ 93,56 ; R$ 93,56 ; R$ 93,56 ; R$ 93,56 ; R$ 538,23 ; R$ 648,48 ; R$ 652,41 ; R$ 656,39 ; R$ 672,80 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Indicado no tratamento do carcinoma avançado de ovário;;
01924;03/04/2018;TABELA;7,40%;FAULDCARBO 450MG FR.AMP.45ML;CARBOPLATINA;LIBBS;3004.90.99;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094208001;2;2,47%; R$ 272,46 ; R$ 272,46 ; R$ 272,46 ; R$ 272,46 ; R$ 272,46 ; R$ 272,46 ; R$ 272,46 ; R$ 272,46 ; R$ 272,46 ; R$ 272,46 ; R$ 272,46 ; R$ 272,46 ; R$ 272,46 ; R$ 272,46 ; R$ 1.394,61 ; R$ 1.680,26 ; R$ 1.690,44 ; R$ 1.700,75 ; R$ 1.743,27 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Indicado no tratamento do carcinoma avançado de ovário;;
01922;03/04/2018;TABELA;7,40%;FAULDCARBO 50MG FR.AMP.5ML;CARBOPLATINA;LIBBS;3004.90.99;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094207981;2;2,47%; R$ 70,62 ; R$ 70,62 ; R$ 70,62 ; R$ 70,62 ; R$ 70,62 ; R$ 70,62 ; R$ 70,62 ; R$ 70,62 ; R$ 70,62 ; R$ 70,62 ; R$ 70,62 ; R$ 70,62 ; R$ 70,62 ; R$ 70,62 ; R$ 266,44 ; R$ 321,02 ; R$ 322,96 ; R$ 324,93 ; R$ 333,05 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Indicado no tratamento do carcinoma avançado de ovário;;
02116;03/04/2018;TABELA;7,40%;FAULDCISPLA 100 MG FR AMP 100 ML;CISPLATINA;LIBBS;3004.90.19;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094207127;3;2,09%; R$ 125,36 ; R$ 125,36 ; R$ 125,36 ; R$ 125,36 ; R$ 125,36 ; R$ 125,36 ; R$ 125,36 ; R$ 125,36 ; R$ 125,36 ; R$ 125,36 ; R$ 125,36 ; R$ 125,36 ; R$ 125,36 ; R$ 125,36 ; R$ 476,48 ; R$ 574,08 ; R$ 577,56 ; R$ 581,08 ; R$ 595,61 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO -  Tratamento do câncer no testículo, ovário, bexiga, cabeça e pescoço. ;;
01928;03/04/2018;TABELA;7,40%;FAULDCISPLA 10MG FR.AMP.10ML;CISPLATINA;LIBBS;3004.90.19;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094207103;3;2,09%; R$ 30,54 ; R$ 30,54 ; R$ 30,54 ; R$ 30,54 ; R$ 30,54 ; R$ 30,54 ; R$ 30,54 ; R$ 30,54 ; R$ 30,54 ; R$ 30,54 ; R$ 30,54 ; R$ 30,54 ; R$ 30,54 ; R$ 30,54 ; R$ 52,60 ; R$ 63,38 ; R$ 63,76 ; R$ 64,15 ; R$ 65,75 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO -  Tratamento do câncer no testículo, ovário, bexiga, cabeça e pescoço. ;;
01929;03/04/2018;TABELA;7,40%;FAULDCISPLA 50MG FR.AMP.50ML;CISPLATINA;LIBBS;3004.90.19;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094207110;3;2,09%; R$ 79,08 ; R$ 79,08 ; R$ 79,08 ; R$ 79,08 ; R$ 79,08 ; R$ 79,08 ; R$ 79,08 ; R$ 79,08 ; R$ 79,08 ; R$ 79,08 ; R$ 79,08 ; R$ 79,08 ; R$ 79,08 ; R$ 79,08 ; R$ 246,12 ; R$ 296,53 ; R$ 298,33 ; R$ 300,15 ; R$ 307,65 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO -  Tratamento do câncer no testículo, ovário, bexiga, cabeça e pescoço. ;;
00353;03/04/2018;TABELA;7,40%;FAULDCITA 1G  FR.AMP. SOL.INJ.;CITARABINA;LIBBS;3004.40.10;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094202979;2;2,47%; R$ 95,87 ; R$ 95,87 ; R$ 95,87 ; R$ 95,87 ; R$ 95,87 ; R$ 95,87 ; R$ 95,87 ; R$ 95,87 ; R$ 95,87 ; R$ 95,87 ; R$ 95,87 ; R$ 95,87 ; R$ 95,87 ; R$ 95,87 ; R$ 109,71 ; R$ 132,19 ; R$ 132,99 ; R$ 133,80 ; R$ 137,15 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO. Tratamento de  leucemias (LMA, LLA LMC)  e Linfomas ;;
01815;03/04/2018;TABELA;7,40%;FAULDCITA 500MG C/05 FR.AMP.5ML;CITARABINA;LIBBS;3004.40.10;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094202962;2;2,47%; R$ 147,14 ; R$ 147,14 ; R$ 147,14 ; R$ 147,14 ; R$ 147,14 ; R$ 147,14 ; R$ 147,14 ; R$ 147,14 ; R$ 147,14 ; R$ 147,14 ; R$ 147,14 ; R$ 147,14 ; R$ 147,14 ; R$ 147,14 ; R$ 662,78 ; R$ 798,53 ; R$ 803,37 ; R$ 808,27 ; R$ 828,48 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO. Tratamento de  leucemias (LMA, LLA LMC)  e Linfomas ;;
01667;03/04/2018;TABELA;7,40%;FAULDFLUOR 2,5 G FR.AMP 50 ML;FLUORURACILA;LIBBS;3004.90.69;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094207097;2;2,47%; R$ 69,80 ; R$ 69,80 ; R$ 69,80 ; R$ 69,80 ; R$ 69,80 ; R$ 69,80 ; R$ 69,80 ; R$ 69,80 ; R$ 69,80 ; R$ 69,80 ; R$ 69,80 ; R$ 69,80 ; R$ 69,80 ; R$ 69,80 ; R$ 105,91 ; R$ 127,61 ; R$ 128,39 ; R$ 129,17 ; R$ 132,40 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Tratamento paliativo de tumores malignos como os localizados no reto, cólon, mama, estômago, pâncreas, fígado (tumores primários), útero (especialmente colo do útero), ovário e bexiga.;;
01721;03/04/2018;TABELA;7,40%;FAULDFLUOR 500MG C/05 FR.AMP.10ML;FLUORURACILA;LIBBS;3004.90.69;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094207080;2;2,47%; R$ 77,22 ; R$ 77,22 ; R$ 77,22 ; R$ 77,22 ; R$ 77,22 ; R$ 77,22 ; R$ 77,22 ; R$ 77,22 ; R$ 77,22 ; R$ 77,22 ; R$ 77,22 ; R$ 77,22 ; R$ 77,22 ; R$ 77,22 ; R$ 108,05 ; R$ 130,19 ; R$ 130,98 ; R$ 131,78 ; R$ 135,07 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Tratamento paliativo de tumores malignos como os localizados no reto, cólon, mama, estômago, pâncreas, fígado (tumores primários), útero (especialmente colo do útero), ovário e bexiga.;;
02094;03/04/2018;TABELA;7,40%;FAULDLEUCO 300MG FR.AMP.30ML;LEUCOVORINA;LIBBS;3004.50.10;POSITIVA;REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094208216;2;2,47%; R$ 118,01 ; R$ 118,01 ; R$ 118,01 ; R$ 118,01 ; R$ 118,01 ; R$ 118,01 ; R$ 118,01 ; R$ 118,01 ; R$ 118,01 ; R$ 118,01 ; R$ 118,01 ; R$ 118,01 ; R$ 118,01 ; R$ 118,01 ; R$ 489,63 ; R$ 589,93 ; R$ 593,50 ; R$ 597,12 ; R$ 612,05 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;AGENTE MODULADOR PARA QUIMIO- Antídoto de antagonista do ác. fólico (metotrexato, pirimetamina, trimetoprima), Anemia megalobrástica, doença celíaca entre outras.;;
01787;03/04/2018;TABELA;7,40%;FAULDLEUCO 50MG FR.AMP.5ML;LEUCOVORINA;LIBBS;3004.50.10;POSITIVA;REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094208209;2;2,47%; R$ 26,61 ; R$ 26,61 ; R$ 26,61 ; R$ 26,61 ; R$ 26,61 ; R$ 26,61 ; R$ 26,61 ; R$ 26,61 ; R$ 26,61 ; R$ 26,61 ; R$ 26,61 ; R$ 26,61 ; R$ 26,61 ; R$ 26,61 ; R$ 91,38 ; R$ 110,10 ; R$ 110,76 ; R$ 111,44 ; R$ 114,23 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;AGENTE MODULADOR PARA QUIMIO- Antídoto de antagonista do ác. fólico (metotrexato, pirimetamina, trimetoprima), Anemia megalobrástica, doença celíaca entre outras.;;
1527/4523;03/04/2018;TABELA;7,40%;FAULDMETRO 1 GR FR.AMP.10ML;METOTREXATO;LIBBS;3004.90.99;POSITIVA;REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094209664;;; R$ 147,37 ; R$ 147,37 ; R$ 147,37 ; R$ 147,37 ; R$ 147,37 ; R$ 147,37 ; R$ 147,37 ; R$ 147,37 ; R$ 147,37 ; R$ 147,37 ; R$ 147,37 ; R$ 147,37 ; R$ 147,37 ; R$ 147,37 ; R$ 485,29 ; R$ 584,69 ; R$ 588,23 ; R$ 591,82 ; R$ 606,62 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;"É um medicamento utilizado no tratamento de algumas neoplasias (cânceres) e de algumas doenças não malignas. 
";;
2095/4524;03/04/2018;TABELA;7,40%;FAULDMETRO 5 GR / 50 ML;METOTREXATO;LIBBS;3304.99.90;POSITIVA;REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094209657;;; R$ 531,35 ; R$ 531,35 ; R$ 531,35 ; R$ 531,35 ; R$ 531,35 ; R$ 531,35 ; R$ 531,35 ; R$ 531,35 ; R$ 531,35 ; R$ 531,35 ; R$ 531,35 ; R$ 531,35 ; R$ 531,35 ; R$ 531,35 ; R$ 2.438,57 ; R$ 2.938,04 ; R$ 2.955,85 ; R$ 2.973,87 ; R$ 3.048,22 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;"É um medicamento utilizado no tratamento de algumas neoplasias (cânceres) e de algumas doenças não malignas. 
";;
1960/4526;03/04/2018;TABELA;7,40%;FAULDMETRO 500MG FR.AMP.20ML;METOTREXATO;LIBBS;3004.90.99;POSITIVA;REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094209671;;; R$ 96,67 ; R$ 96,67 ; R$ 96,67 ; R$ 96,67 ; R$ 96,67 ; R$ 96,67 ; R$ 96,67 ; R$ 96,67 ; R$ 96,67 ; R$ 96,67 ; R$ 96,67 ; R$ 96,67 ; R$ 96,67 ; R$ 96,67 ; R$ 242,62 ; R$ 292,33 ; R$ 294,10 ; R$ 295,89 ; R$ 303,29 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;"É um medicamento utilizado no tratamento de algumas neoplasias (cânceres) e de algumas doenças não malignas. 
";;
04525;03/04/2018;TABELA;7,40%;FAULDMETRO 50MG C/5 FR.AMP.2ML;METOTREXATO;LIBBS;3004.90.69;POSITIVA;REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094209688;;; R$ 85,55 ; R$ 85,55 ; R$ 85,55 ; R$ 85,55 ; R$ 85,55 ; R$ 85,55 ; R$ 85,55 ; R$ 85,55 ; R$ 85,55 ; R$ 85,55 ; R$ 85,55 ; R$ 85,55 ; R$ 85,55 ; R$ 85,55 ; R$ 164,44 ; R$ 198,12 ; R$ 199,32 ; R$ 200,54 ; R$ 205,55 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;"É um medicamento utilizado no tratamento de algumas neoplasias (cânceres) e de algumas doenças não malignas. 
";;
01925;03/04/2018;TABELA;7,40%;FAULDOXO 10 MG FR.AMP  5 ML;DOXORRUBICINA, CLORIDRATO DE;LIBBS;3004.20.69;POSITIVA;REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094202856;3;2,09%; R$ 32,14 ; R$ 32,14 ; R$ 32,14 ; R$ 32,14 ; R$ 32,14 ; R$ 32,14 ; R$ 32,14 ; R$ 32,14 ; R$ 32,14 ; R$ 32,14 ; R$ 32,14 ; R$ 32,14 ; R$ 32,14 ; R$ 32,14 ; R$ 77,06 ; R$ 92,85 ; R$ 93,41 ; R$ 93,98 ; R$ 96,33 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;"ANTINEOPLÁSICO - Regressão em várias neoplasias (tumores malignos – cânceres), tais como carcinoma da mama, pulmão, bexiga, tireoide e ovário; sarcomas ósseos e de tecidos moles; linfomas de Hodgkin e não-Hodgkin; neuroblastoma; tumor de Wilms; leucemia linfoblástica aguda e leucemia mieloblástica aguda";;
01926;03/04/2018;TABELA;7,40%;FAULDOXO 50 MG FR.AMP. 25 ML;DOXORRUBICINA, CLORIDRATO DE;LIBBS;3004.20.69;POSITIVA;REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094202863;3;2,09%; R$ 103,33 ; R$ 103,33 ; R$ 103,33 ; R$ 103,33 ; R$ 103,33 ; R$ 103,33 ; R$ 103,33 ; R$ 103,33 ; R$ 103,33 ; R$ 103,33 ; R$ 103,33 ; R$ 103,33 ; R$ 103,33 ; R$ 103,33 ; R$ 323,71 ; R$ 390,02 ; R$ 392,39 ; R$ 394,78 ; R$ 404,65 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;"ANTINEOPLÁSICO - Regressão em várias neoplasias (tumores malignos – cânceres), tais como carcinoma da mama, pulmão, bexiga, tireoide e ovário; sarcomas ósseos e de tecidos moles; linfomas de Hodgkin e não-Hodgkin; neuroblastoma; tumor de Wilms; leucemia linfoblástica aguda e leucemia mieloblástica aguda";;
01931;03/04/2018;TABELA;7,40%;FAULDPAMI 90MG FR.AMP.10ML;PAMIDRONATO DISSODICO;LIBBS;3004.90.59;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094207158;2;2,47%; R$ 169,66 ; R$ 169,66 ; R$ 169,66 ; R$ 169,66 ; R$ 169,66 ; R$ 169,66 ; R$ 169,66 ; R$ 169,66 ; R$ 169,66 ; R$ 169,66 ; R$ 169,66 ; R$ 169,66 ; R$ 169,66 ; R$ 169,66 ; R$ 949,17 ; R$ 1.143,58 ; R$ 1.150,51 ; R$ 1.157,53 ; R$ 1.186,47 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;BISFOSFONADO - Tratamento doença óssea, hipercalcemia;;
03367;03/04/2018;TABELA;7,40%;FAULDVINCRI 1MG C/5 FR.AMP.1ML;SULF.VINCRISTINA;LIBBS;3004.40.10;POSITIVA;REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094208483;2;2,47%; R$ 145,09 ; R$ 145,09 ; R$ 145,09 ; R$ 145,09 ; R$ 145,09 ; R$ 145,09 ; R$ 145,09 ; R$ 145,09 ; R$ 145,09 ; R$ 145,09 ; R$ 145,09 ; R$ 145,09 ; R$ 145,09 ; R$ 145,09 ; R$ 183,96 ; R$ 221,65 ; R$ 222,99 ; R$ 224,35 ; R$ 229,96 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;Pode ser utilizado como quimioterapia,  também poderá ser utilizado em conjunto com outros medicamentos para o tratamento de algumas neoplasias pediátricas.;;
01323;22/04/2018;4%;8,00%;FEMARA 2.5 C/28 CPS;LETROZOL;NOVARTIS;3004.90.68;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO;NÃO;NACIONAL;SP;;7896261001183;2;2,47%; R$ 440,91 ; R$ 440,91 ; R$ 440,91 ; R$ 440,91 ; R$ 440,91 ; R$ 440,91 ; R$ 440,91 ; R$ 440,91 ; R$ 440,91 ; R$ 440,91 ; R$ 440,91 ; R$ 440,91 ; R$ 440,91 ; R$ 440,91 ; R$ 630,84 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 872,10 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO -  Inibidor não-esteroidal da aromatase - Trat. Câncer de mama incial ou avançado  ;;
01656;;4%;7,00%;FENTANIL 50MCG/ML INJ 5AMP 2MLA1;CITRATO DE FENTANILA;JANSSEN;;POSITIVA;NÃO REFRIGERADO;CONTROLADO;SIM;REGIME NORMAL;SIM;IMPORTADO;SP;PODEMOS ATENDER INTERIOR DE SP, NORTE E NORDESTE;7896212429233;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 11,24 ; R$ 13,54 ; R$ 13,63 ; R$ 13,71 ; R$ 14,05 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;;;
00276;;4%;7,00%;FENTANIL 78,5 MCG/ML 5 AMPOLAS X 10 ML / 50 MCG/ML SOL INJ CX 5 AMP VD INC X 10 ML;CITRATO DE FENTANILA;JANSSEN;3004.90.69;POSITIVA;NÃO REFRIGERADO;CONTROLADO;SIM;REGIME NORMAL;SIM;IMPORTADO;SP;PODEMOS ATENDER INTERIOR DE SP, NORTE E NORDESTE;7896212429264;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 31,35 ; R$ 37,77 ; R$ 38,00 ; R$ 38,23 ; R$ 39,19 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;;;
03928;24/05/2018;Fábrica;Fábrica;FERINJECT 50MG/ML SOL INJ IV CX C/ AMP X 10ML;CARBOXIMALTOSE FÉRRICA;TAKEDA;3004.90.99;NEGATIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;VENDER A FABRICA;7896641806841;3;2,09%; R$ -   ; -   ; -   ; -   ; R$ 425,87 ; R$ -   ; R$ 428,84 ; R$ 431,86 ; R$ 444,36 ; R$ 425,87 ; R$ 425,87 ; R$ 428,84 ; R$ 431,86 ; R$ 444,36 ; R$ -   ; R$ 425,87 ; R$ 428,84 ; R$ 431,86 ; R$ 444,36 ; R$ 462,31 ; R$ 567,65 ; R$ 571,48 ; R$ 575,37 ; R$ 591,46 ;É indicado para o tratamento de pacientes com deficiência de ferro quando as apresentações orais de ferro não são eficazes ou não podem ser utilizadas. ;;
00565;29/06/2018;4%;6,00%;FERRIPROX 500 MG C/ 100 CAPS.;DEFERIPRONA;CHIESI;3004.90.48;POSITIVA;;;NÃO;REGIME NORMAL;NÃO;NACIONAL;;;7896672202438;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 241,41 ; R$ -   ; R$ 1.248,93 ; R$ 1.253,35 ; R$ 1.277,92 ; R$ 1.256,37 ; R$ 1.182,28 ; R$ 1.189,46 ; R$ 1.192,34 ; R$ 1.212,98 ; R$ 1.042,75 ; R$ 1.256,33 ; R$ 1.263,94 ; R$ 1.271,65 ; R$ 1.303,44 ; R$ 1.736,80 ; R$ 1.747,32 ; R$ 1.747,32 ; R$ 1.757,98 ; R$ 1.801,93 ;É indicado para o tratamento da sobrecarga de ferro em pacientes com talassemia major para os quais a terapia de quelação com a desferroxamina não é recomendada.;;
00090;18/06/2018;4%;10,00%;FILGRASTIM 300 MCG C/5 FR. AMP. 1ML;FILGRASTIM;ACHÉ / BIOSSINTETICA;3002.10.39;POSITIVA;;;NÃO;REGIME NORMAL;NÃO;NACIONAL;;;7896181901365;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 478,40 ; R$ -   ; R$ 481,30 ; R$ 483,00 ; R$ 492,47 ; R$ 484,17 ; R$ 455,86 ; R$ 458,62 ; R$ 459,74 ; R$ 467,10 ; R$ 2.009,23 ; R$ 2.420,76 ; R$ 2.435,43 ; R$ 2.450,28 ; R$ 2.511,54 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;FATOR ESTIMULANTE DE COLÔNIAS DE GRANULÓCITOS - Tratamento Neutropenia (ex. as  induzida por quimioterapia);;
00823;27/06/2018;4%;Fábrica;FIRAZYR 10 MG/ML CX C/ 1 SP C/ 3 ML + AGULHA;ICATIBANTO, ACETATO DE;SHIRE;3004.90.99;POSITIVA;;;NÃO;REGIME NORMAL;SIM;IMPORTADO;;;7898924769034;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 6.421,89 ; R$ -   ; R$ 6.466,74 ; R$ 6.512,23 ; R$ 6.700,77 ; R$ 6.421,89 ; R$ 6.421,89 ; R$ 6.466,74 ; R$ 6.512,23 ; R$ 6.700,77 ; R$ 5.196,85 ; R$ 6.421,89 ; R$ 6.466,74 ; R$ 6.512,23 ; R$ 6.700,77 ; R$ 8.559,89 ; R$ 8.617,70 ; R$ 7.775,25 ; R$ 8.676,30 ; R$ 8.918,95 ;AGENTE HEMATOLÓGICO - Indicado para o tratamento dos sintomas das crises agudas de angioedema hereditário ;;
04455;03/08/2018;4%;7%;FIRMAGON 120MG PO LIOF INJ 2FA+2DIL SER;ACETATO DE DEGARELIX;FERRING;3004.39.29;POSITIVA;;CONTROLADO;;;SIM;IMPORTADO;SP;;7896165600925;;; R$ 852,93 ;;;; R$ 826,17 ; R$ 826,17 ; R$ 830,45 ; R$ 834,78 ; R$ 852,54 ; R$ 842,64 ; R$ 823,76 ; R$ 827,50 ; R$ 831,28 ; R$ 846,74 ; R$ 739,12 ; R$ 890,50 ; R$ 895,90 ; R$ 901,36 ; R$ 923,89 ; R$ 1.021,79 ; R$ 1.231,06 ; R$ 1.238,53 ; R$ 1.246,08 ; R$ 1.277,22 ;SEM CLASSIFICACAO;;
04454;03/08/2018;4%;7%;FIRMAGON 80MG 1AMPX4,2ML+ADAP+AG;ACETATO DE DEGARELIX;FERRING;3004.39.29;POSITIVA;;CONTROLADO;;;SIM;IMPORTADO;SP;;7896165600918;;; R$ 468,52 ;;;; R$ 453,81 ; R$ 453,81 ; R$ 456,17 ; R$ 458,54 ; R$ 468,30 ; R$ 462,86 ; R$ 452,49 ; R$ 454,55 ; R$ 456,62 ; R$ 465,11 ; R$ 406,00 ; R$ 489,15 ; R$ 492,12 ; R$ 495,12 ; R$ 507,50 ; R$ 561,27 ; R$ 676,22 ; R$ 680,33 ; R$ 684,47 ; R$ 701,59 ;HORMONIOS - EXCETO SEXUAI;;
109300;12/06/2018;4%;5,00%;FLAGYL 5 MG/ML INJ BOLS 100ML;METRONIDAZOL;SANOFI-AVENTIS;3004.90.66;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;REGIME NORMAL ;NÃO;NACIONAL;SP;;7896070600829;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 18,08 ; R$ -   ; R$ 18,30 ; R$ 18,26 ; R$ 18,61 ; R$ 18,30 ; R$ 17,23 ; R$ 17,33 ; R$ 17,38 ; R$ 17,49 ; R$ 15,19 ; R$ 18,30 ; R$ 18,41 ; R$ 18,52 ; R$ 18,98 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;;;
